model,preprocessing,label_scheme,subject_held_out,n_val,accuracy,balanced_accuracy,macro_f1,f1_NoPain,f1_PainArm,f1_PainHand,f1_Pain
rf,subjectz,3class,36,36,0.3611111111111111,0.3611111111111111,0.353968253968254,0.3,0.42857142857142855,0.3333333333333333,
rf,subjectz,3class,37,36,0.4722222222222222,0.47222222222222227,0.41718664477285167,0.6896551724137931,0.42857142857142855,0.13333333333333333,
rf,subjectz,3class,41,36,0.4722222222222222,0.47222222222222215,0.43666412407831173,0.7333333333333333,0.3157894736842105,0.2608695652173913,
rf,subjectz,3class,42,36,0.75,0.75,0.7404408457040036,0.9230769230769231,0.6666666666666666,0.631578947368421,
rf,subjectz,3class,43,36,0.7777777777777778,0.7777777777777777,0.762962962962963,1.0,0.7333333333333333,0.5555555555555556,
rf,subjectz,3class,44,36,0.6388888888888888,0.638888888888889,0.6416666666666666,0.7,0.625,0.6,
rf,subjectz,3class,45,36,0.6111111111111112,0.6111111111111112,0.5876883780332056,0.7586206896551724,0.4444444444444444,0.56,
rf,subjectz,3class,46,36,0.3333333333333333,0.3333333333333333,0.33702408702408704,0.23076923076923078,0.4166666666666667,0.36363636363636365,
rf,subjectz,3class,47,36,0.5,0.49999999999999994,0.5212121212121213,0.8,0.4,0.36363636363636365,
rf,subjectz,3class,48,36,0.5555555555555556,0.5555555555555556,0.5099361430395913,0.8275862068965517,0.48,0.2222222222222222,
rf,subjectz,3class,49,36,0.6388888888888888,0.6388888888888888,0.6241975308641975,0.88,0.5925925925925926,0.4,
rf,subjectz,3class,52,36,0.6944444444444444,0.6944444444444443,0.6843033509700177,0.8148148148148148,0.6666666666666666,0.5714285714285714,
rf,subjectz,3class,53,36,0.4444444444444444,0.4444444444444445,0.4196531214075074,0.7407407407407407,0.3076923076923077,0.21052631578947367,
rf,subjectz,3class,55,36,0.3333333333333333,0.3333333333333333,0.33454545454545453,0.36363636363636365,0.32,0.32,
rf,subjectz,3class,56,36,0.3333333333333333,0.3333333333333333,0.34788359788359785,0.5714285714285714,0.25,0.2222222222222222,
rf,subjectz,3class,57,36,0.4166666666666667,0.4166666666666667,0.3986717752234994,0.56,0.2222222222222222,0.41379310344827586,
rf,subjectz,3class,58,36,0.7222222222222222,0.7222222222222222,0.7142857142857143,1.0,0.6428571428571429,0.5,
rf,subjectz,3class,59,36,0.5833333333333334,0.5833333333333333,0.5745454545454546,0.88,0.48,0.36363636363636365,
rf,subjectz,3class,60,36,0.4166666666666667,0.4166666666666667,0.42129426129426123,0.47619047619047616,0.48,0.3076923076923077,
rf,subjectz,3class,63,36,0.5555555555555556,0.5555555555555556,0.5538164251207729,0.6666666666666666,0.56,0.43478260869565216,
xgb,subjectz,3class,1,36,0.7222222222222222,0.7222222222222223,0.711316059142146,0.8888888888888888,0.6086956521739131,0.6363636363636364,
xgb,subjectz,3class,2,36,0.6111111111111112,0.611111111111111,0.5828796128251663,0.8275862068965517,0.42105263157894735,0.5,
xgb,subjectz,3class,4,36,0.6666666666666666,0.6666666666666666,0.6748251748251749,0.9090909090909091,0.5,0.6153846153846154,
xgb,subjectz,3class,5,36,0.7777777777777778,0.7777777777777778,0.7816627816627816,0.9090909090909091,0.6666666666666666,0.7692307692307693,
